"input" "reason" "matches" "symbol" "organism.shortName" "name" "length" "secondaryIdentifier" "primaryIdentifier" "class"
"YPL111W" "OTHER" "1" "CAR1" "S. cerevisiae" "Catabolism of ARginine" "1002" "YPL111W" "S000006032" "ORF"
"YLR342W" "OTHER" "1" "FKS1" "S. cerevisiae" "FK506 Sensitivity" "5631" "YLR342W" "S000004334" "ORF"
"YOR332W" "OTHER" "1" "VMA4" "S. cerevisiae" "Vacuolar Membrane Atpase" "702" "YOR332W" "S000005859" "ORF"
"YIR034C" "OTHER" "1" "LYS1" "S. cerevisiae" "LYSine requiring" "1122" "YIR034C" "S000001473" "ORF"
"YLR354C" "OTHER" "1" "TAL1" "S. cerevisiae" "TransALdolase" "1008" "YLR354C" "S000004346" "ORF"
"YDR023W" "OTHER" "1" "SES1" "S. cerevisiae" "SEryl-tRNA Synthetase" "1389" "YDR023W" "S000002430" "ORF"
"YLR305C" "OTHER" "1" "STT4" "S. cerevisiae" "STaurosporine and Temperature sensitive" "5703" "YLR305C" "S000004296" "ORF"
"YMR296C" "OTHER" "1" "LCB1" "S. cerevisiae" "Long-Chain Base" "1677" "YMR296C" "S000004911" "ORF"
"YDL141W" "OTHER" "1" "BPL1" "S. cerevisiae" "Biotin:apoProtein Ligase" "2073" "YDL141W" "S000002300" "ORF"
"YDR483W" "OTHER" "1" "KRE2" "S. cerevisiae" "Killer toxin REsistant" "1329" "YDR483W" "S000002891" "ORF"
"YOR142W" "OTHER" "1" "LSC1" "S. cerevisiae" "Ligase of Succinyl-CoA" "990" "YOR142W" "S000005668" "ORF"
"YNL241C" "OTHER" "1" "ZWF1" "S. cerevisiae" "ZWischenFerment" "1518" "YNL241C" "S000005185" "ORF"
"YOR222W" "OTHER" "1" "ODC2" "S. cerevisiae" "OxoDicarboxylate Carrier" "924" "YOR222W" "S000005748" "ORF"
"YGR170W" "OTHER" "1" "PSD2" "S. cerevisiae" "PhosphatidylSerine Decarboxylase" "3417" "YGR170W" "S000003402" "ORF"
"YER069W" "OTHER" "1" "ARG5,6" "S. cerevisiae" "ARGinine requiring" "2592" "YER069W" "S000000871" "ORF"
"YBR110W" "OTHER" "1" "ALG1" "S. cerevisiae" "Asparagine-Linked Glycosylation" "1350" "YBR110W" "S000000314" "ORF"
"YOR130C" "OTHER" "1" "ORT1" "S. cerevisiae" "ORnithine Transporter" "879" "YOR130C" "S000005656" "ORF"
"YHL016C" "OTHER" "1" "DUR3" "S. cerevisiae" "Degradation of URea" "2208" "YHL016C" "S000001008" "ORF"
"YBR296C" "OTHER" "1" "PHO89" "S. cerevisiae" "PHOsphate metabolism" "1725" "YBR296C" "S000000500" "ORF"
"YNL256W" "OTHER" "1" "FOL1" "S. cerevisiae" "FOLic acid synthesis" "2475" "YNL256W" "S000005200" "ORF"
"YPR128C" "OTHER" "1" "ANT1" "S. cerevisiae" "Adenine Nucleotide Transporter" "987" "YPR128C" "S000006332" "ORF"
"YDL080C" "OTHER" "1" "THI3" "S. cerevisiae" "THIamine metabolism" "1830" "YDL080C" "S000002238" "ORF"
"YNL045W" "OTHER" "1" "LAP2" "S. cerevisiae" "Leucine AminoPeptidases" "2016" "YNL045W" "S000004990" "ORF"
"YPR184W" "OTHER" "1" "GDB1" "S. cerevisiae" "Glycogen DeBranching" "4611" "YPR184W" "S000006388" "ORF"
"YBR244W" "OTHER" "1" "GPX2" "S. cerevisiae" "Glutathione PeroXidase" "489" "YBR244W" "S000000448" "ORF"
"YIL009W" "OTHER" "1" "FAA3" "S. cerevisiae" "Fatty Acid Activation" "2085" "YIL009W" "S000001271" "ORF"
"YDR399W" "OTHER" "1" "HPT1" "S. cerevisiae" "Hypoxanthine guanine PhosphoribosylTransferase" "666" "YDR399W" "S000002807" "ORF"
"YBR004C" "OTHER" "1" "GPI18" "S. cerevisiae" "GlycosylPhosphatidylInositol" "1302" "YBR004C" "S000000208" "ORF"
"YDR196C" "OTHER" "1" "CAB5" "S. cerevisiae" "" "726" "YDR196C" "S000002604" "ORF"
"YDR208W" "OTHER" "1" "MSS4" "S. cerevisiae" "Multicopy Suppressor of Stt4 mutation" "2340" "YDR208W" "S000002616" "ORF"
"YLR027C" "OTHER" "1" "AAT2" "S. cerevisiae" "Aspartate AminoTransferase" "1257" "YLR027C" "S000004017" "ORF"
"YBR039W" "OTHER" "1" "ATP3" "S. cerevisiae" "ATP synthase" "936" "YBR039W" "S000000243" "ORF"
"YNL037C" "OTHER" "1" "IDH1" "S. cerevisiae" "Isocitrate DeHydrogenase" "1083" "YNL037C" "S000004982" "ORF"
"YDL168W" "OTHER" "1" "SFA1" "S. cerevisiae" "Sensitive to FormAldehyde" "1161" "YDL168W" "S000002327" "ORF"
"Q0250" "OTHER" "1" "COX2" "S. cerevisiae" "Cytochrome c OXidase" "756" "Q0250" "S000007281" "ORF"
"YNR050C" "OTHER" "1" "LYS9" "S. cerevisiae" "LYSine requiring" "1341" "YNR050C" "S000005333" "ORF"
"YEL024W" "OTHER" "1" "RIP1" "S. cerevisiae" "Rieske Iron-sulfur Protein" "648" "YEL024W" "S000000750" "ORF"
"YDL182W" "OTHER" "1" "LYS20" "S. cerevisiae" "LYSine requiring" "1287" "YDL182W" "S000002341" "ORF"
"YLR328W" "OTHER" "1" "NMA1" "S. cerevisiae" "Nicotinamide Mononucleotide Adenylyltransferase" "1206" "YLR328W" "S000004320" "ORF"
"YBR097W" "OTHER" "1" "VPS15" "S. cerevisiae" "Vacuolar Protein Sorting" "4365" "YBR097W" "S000000301" "ORF"
"YLR133W" "OTHER" "1" "CKI1" "S. cerevisiae" "Choline KInase" "1749" "YLR133W" "S000004123" "ORF"
"YBL013W" "OTHER" "1" "FMT1" "S. cerevisiae" "Formyl-Methionyl-tRNA Transformylase" "1206" "YBL013W" "S000000109" "ORF"
"YPR006C" "OTHER" "1" "ICL2" "S. cerevisiae" "IsoCitrate Lyase" "1728" "YPR006C" "S000006210" "ORF"
"YGR138C" "OTHER" "1" "TPO2" "S. cerevisiae" "Transporter of POlyamines" "1845" "YGR138C" "S000003370" "ORF"
"YBR256C" "OTHER" "1" "RIB5" "S. cerevisiae" "RIBoflavin biosynthesis" "717" "YBR256C" "S000000460" "ORF"
"YPR140W" "OTHER" "1" "TAZ1" "S. cerevisiae" "TAfaZzin" "1146" "YPR140W" "S000006344" "ORF"
"YGR175C" "OTHER" "1" "ERG1" "S. cerevisiae" "ERGosterol biosynthesis" "1491" "YGR175C" "S000003407" "ORF"
"YKR009C" "OTHER" "1" "FOX2" "S. cerevisiae" "Fatty acid OXidation" "2703" "YKR009C" "S000001717" "ORF"
"YMR318C" "OTHER" "1" "ADH6" "S. cerevisiae" "Alcohol DeHydrogenase" "1083" "YMR318C" "S000004937" "ORF"
"YJL129C" "OTHER" "1" "TRK1" "S. cerevisiae" "TRansport of potassium (K)" "3708" "YJL129C" "S000003665" "ORF"
"YGL186C" "OTHER" "1" "TPN1" "S. cerevisiae" "Transport of PyridoxiNe" "1740" "YGL186C" "S000003154" "ORF"
"YAL062W" "OTHER" "1" "GDH3" "S. cerevisiae" "Glutamate DeHydrogenase" "1374" "YAL062W" "S000000058" "ORF"
"YDL178W" "OTHER" "1" "DLD2" "S. cerevisiae" "D-Lactate Dehydrogenase" "1593" "YDL178W" "S000002337" "ORF"
"YGR183C" "OTHER" "1" "QCR9" "S. cerevisiae" "ubiQuinol-cytochrome C oxidoReductase" "414" "YGR183C" "S000003415" "ORF"
"YGR171C" "OTHER" "1" "MSM1" "S. cerevisiae" "Mitochondrial aminoacyl-tRNA Synthetase, Methionine" "1728" "YGR171C" "S000003403" "ORF"
"YKL132C" "OTHER" "1" "RMA1" "S. cerevisiae" "Reduced Mating A" "1293" "YKL132C" "S000001615" "ORF"
"YNR056C" "OTHER" "1" "BIO5" "S. cerevisiae" "BIOtin" "1686" "YNR056C" "S000005339" "ORF"
"YJR152W" "OTHER" "1" "DAL5" "S. cerevisiae" "Degradation of Allantoin" "1632" "YJR152W" "S000003913" "ORF"
"YDR487C" "OTHER" "1" "RIB3" "S. cerevisiae" "RIBoflavin biosynthesis" "627" "YDR487C" "S000002895" "ORF"
"YJL196C" "OTHER" "1" "ELO1" "S. cerevisiae" "ELOngation defective" "933" "YJL196C" "S000003732" "ORF"
"YER053C" "OTHER" "1" "PIC2" "S. cerevisiae" "PI Carrier" "903" "YER053C" "S000000855" "ORF"
"YPL134C" "OTHER" "1" "ODC1" "S. cerevisiae" "OxoDicarboxylate Carrier" "933" "YPL134C" "S000006055" "ORF"
"YBR021W" "OTHER" "1" "FUR4" "S. cerevisiae" "5-FlUoRouridine sensitivity" "1902" "YBR021W" "S000000225" "ORF"
"YER091C" "OTHER" "1" "MET6" "S. cerevisiae" "METhionine requiring" "2304" "YER091C" "S000000893" "ORF"
"YCR075C" "OTHER" "1" "ERS1" "S. cerevisiae" "ERd Suppressor" "783" "YCR075C" "S000000671" "ORF"
"YOR332W" "OTHER" "1" "VMA4" "S. cerevisiae" "Vacuolar Membrane Atpase" "702" "YOR332W" "S000005859" "ORF"
"YMR293C" "OTHER" "1" "HER2" "S. cerevisiae" "Hmg2p ER Remodeling" "1395" "YMR293C" "S000004907" "ORF"
"YOR130C" "OTHER" "1" "ORT1" "S. cerevisiae" "ORnithine Transporter" "879" "YOR130C" "S000005656" "ORF"
"YLR027C" "OTHER" "1" "AAT2" "S. cerevisiae" "Aspartate AminoTransferase" "1257" "YLR027C" "S000004017" "ORF"
"YDR373W" "OTHER" "1" "FRQ1" "S. cerevisiae" "FReQuenin homolog" "573" "YDR373W" "S000002781" "ORF"
"YNL003C" "OTHER" "1" "PET8" "S. cerevisiae" "PETite colonies" "855" "YNL003C" "S000004948" "ORF"
"YKL008C" "OTHER" "1" "LAC1" "S. cerevisiae" "Longevity-Assurance gene Cognate (LAG1 Cognate)" "1257" "YKL008C" "S000001491" "ORF"
"YMR009W" "OTHER" "1" "ADI1" "S. cerevisiae" "Acireductone DIoxygenase" "540" "YMR009W" "S000004611" "ORF"
"YER055C" "OTHER" "1" "HIS1" "S. cerevisiae" "HIStidine" "894" "YER055C" "S000000857" "ORF"
"YOR222W" "OTHER" "1" "ODC2" "S. cerevisiae" "OxoDicarboxylate Carrier" "924" "YOR222W" "S000005748" "ORF"
"YGL186C" "OTHER" "1" "TPN1" "S. cerevisiae" "Transport of PyridoxiNe" "1740" "YGL186C" "S000003154" "ORF"
"YMR113W" "OTHER" "1" "FOL3" "S. cerevisiae" "FOLic acid synthesis" "1284" "YMR113W" "S000004719" "ORF"
"YPR192W" "OTHER" "1" "AQY1" "S. cerevisiae" "AQuaporin from Yeast" "918" "YPR192W" "S000006396" "ORF"
"YPL214C" "OTHER" "1" "THI6" "S. cerevisiae" "THIamine biosynthesis" "1623" "YPL214C" "S000006135" "ORF"
"YOL066C" "OTHER" "1" "RIB2" "S. cerevisiae" "RIBoflavin biosynthesis" "1776" "YOL066C" "S000005427" "ORF"
"YLR056W" "OTHER" "1" "ERG3" "S. cerevisiae" "ERGosterol biosynthesis" "1098" "YLR056W" "S000004046" "ORF"
"YAL044C" "OTHER" "1" "GCV3" "S. cerevisiae" "GlyCine cleaVage" "513" "YAL044C" "S000000042" "ORF"
"YNR067C" "OTHER" "1" "DSE4" "S. cerevisiae" "Daughter Specific Expression" "3354" "YNR067C" "S000005350" "ORF"
"YNR012W" "OTHER" "1" "URK1" "S. cerevisiae" "URidine Kinase" "1506" "YNR012W" "S000005295" "ORF"
"YGR171C" "OTHER" "1" "MSM1" "S. cerevisiae" "Mitochondrial aminoacyl-tRNA Synthetase, Methionine" "1728" "YGR171C" "S000003403" "ORF"
"YFL030W" "OTHER" "1" "AGX1" "S. cerevisiae" "Alanine:Glyoxylate aminotrans(X)ferase" "1158" "YFL030W" "S000001864" "ORF"
"YLL015W" "OTHER" "1" "BPT1" "S. cerevisiae" "Bile Pigment Transporter" "4680" "YLL015W" "S000003938" "ORF"
"YBL013W" "OTHER" "1" "FMT1" "S. cerevisiae" "Formyl-Methionyl-tRNA Transformylase" "1206" "YBL013W" "S000000109" "ORF"
"YDR256C" "OTHER" "1" "CTA1" "S. cerevisiae" "CaTalase A" "1548" "YDR256C" "S000002664" "ORF"
"YKL211C" "OTHER" "1" "TRP3" "S. cerevisiae" "TRyPtophan" "1455" "YKL211C" "S000001694" "ORF"
"YJR109C" "OTHER" "1" "CPA2" "S. cerevisiae" "Carbamyl Phosphate synthetase A" "3357" "YJR109C" "S000003870" "ORF"
"YPR033C" "OTHER" "1" "HTS1" "S. cerevisiae" "Histidine-Trna Synthetase" "1641" "YPR033C" "S000006237" "ORF"
"YAR035W" "OTHER" "1" "YAT1" "S. cerevisiae" "" "2064" "YAR035W" "S000000080" "ORF"
"YAL044C" "OTHER" "1" "GCV3" "S. cerevisiae" "GlyCine cleaVage" "513" "YAL044C" "S000000042" "ORF"
"YLR395C" "OTHER" "1" "COX8" "S. cerevisiae" "Cytochrome c OXidase" "237" "YLR395C" "S000004387" "ORF"
"YDR017C" "OTHER" "1" "KCS1" "S. cerevisiae" "pKC1 Suppressor" "3153" "YDR017C" "S000002424" "ORF"
"YDL045C" "OTHER" "1" "FAD1" "S. cerevisiae" "FAD synthetase" "921" "YDL045C" "S000002203" "ORF"
"YGR248W" "OTHER" "1" "SOL4" "S. cerevisiae" "Suppressor Of Los1-1" "768" "YGR248W" "S000003480" "ORF"
"YNR067C" "OTHER" "1" "DSE4" "S. cerevisiae" "Daughter Specific Expression" "3354" "YNR067C" "S000005350" "ORF"
"YBR023C" "OTHER" "1" "CHS3" "S. cerevisiae" "CHitin Synthase-related" "3498" "YBR023C" "S000000227" "ORF"
"YOR241W" "OTHER" "1" "MET7" "S. cerevisiae" "METhionine requiring" "1647" "YOR241W" "S000005767" "ORF"
"YNR012W" "OTHER" "1" "URK1" "S. cerevisiae" "URidine Kinase" "1506" "YNR012W" "S000005295" "ORF"
"YLR237W" "OTHER" "1" "THI7" "S. cerevisiae" "THIamine metabolism" "1797" "YLR237W" "S000004227" "ORF"
"YBR003W" "OTHER" "1" "COQ1" "S. cerevisiae" "COenzyme Q" "1422" "YBR003W" "S000000207" "ORF"
"YJR016C" "OTHER" "1" "ILV3" "S. cerevisiae" "IsoLeucine-plus-Valine requiring" "1758" "YJR016C" "S000003777" "ORF"
"YHR063C" "OTHER" "1" "PAN5" "S. cerevisiae" "PANtothenate biosynthesis" "1140" "YHR063C" "S000001105" "ORF"
"YHR123W" "OTHER" "1" "EPT1" "S. cerevisiae" "EthanolaminePhosphoTransferase" "1267" "YHR123W" "S000001165" "ORF"
"YDR062W" "OTHER" "1" "LCB2" "S. cerevisiae" "Long-Chain Base" "1686" "YDR062W" "S000002469" "ORF"
"YML100W" "OTHER" "1" "TSL1" "S. cerevisiae" "Trehalose Synthase Long chain" "3297" "YML100W" "S000004566" "ORF"
"YLL048C" "OTHER" "1" "YBT1" "S. cerevisiae" "Yeast Bile Transporter" "4986" "YLL048C" "S000003971" "ORF"
"YBR036C" "OTHER" "1" "CSG2" "S. cerevisiae" "Calcium Sensitive Growth" "1233" "YBR036C" "S000000240" "ORF"
"YGR194C" "OTHER" "1" "XKS1" "S. cerevisiae" "XyluloKinaSe" "1803" "YGR194C" "S000003426" "ORF"
"YGR267C" "OTHER" "1" "FOL2" "S. cerevisiae" "FOLic acid synthesis" "732" "YGR267C" "S000003499" "ORF"
"YPL244C" "OTHER" "1" "HUT1" "S. cerevisiae" "Homolog of UDP-galactose Transporter" "1020" "YPL244C" "S000006165" "ORF"
"YML120C" "OTHER" "1" "NDI1" "S. cerevisiae" "NADH Dehydrogenase Internal" "1542" "YML120C" "S000004589" "ORF"
"YGR138C" "OTHER" "1" "TPO2" "S. cerevisiae" "Transporter of POlyamines" "1845" "YGR138C" "S000003370" "ORF"
"YER052C" "OTHER" "1" "HOM3" "S. cerevisiae" "HOMoserine requiring" "1584" "YER052C" "S000000854" "ORF"
"YLR020C" "OTHER" "1" "YEH2" "S. cerevisiae" "Yeast steryl Ester Hydrolase" "1617" "YLR020C" "S000004010" "ORF"
"YFL055W" "OTHER" "1" "AGP3" "S. cerevisiae" "high-Affinity Glutamine Permease" "1677" "YFL055W" "S000001839" "ORF"
"YHR162W" "OTHER" "1" "MPC2" "S. cerevisiae" "Mitochondrial Pyruvate Carrier" "390" "YHR162W" "S000001205" "ORF"
"YOR270C" "OTHER" "1" "VPH1" "S. cerevisiae" "Vacuolar pH" "2523" "YOR270C" "S000005796" "ORF"
"YEL041W" "OTHER" "1" "YEF1" "S. cerevisiae" "" "1488" "YEL041W" "S000000767" "ORF"
"YOR099W" "OTHER" "1" "KTR1" "S. cerevisiae" "Kre Two Related" "1182" "YOR099W" "S000005625" "ORF"
"YNL073W" "OTHER" "1" "MSK1" "S. cerevisiae" "Mitochondrial aminoacyl-tRNA Synthetase, lysine (K)" "1731" "YNL073W" "S000005017" "ORF"
"YER183C" "OTHER" "1" "FAU1" "S. cerevisiae" "Folinic Acid Utilization" "636" "YER183C" "S000000985" "ORF"
"YKL146W" "OTHER" "1" "AVT3" "S. cerevisiae" "Amino acid Vacuolar Transport" "2079" "YKL146W" "S000001629" "ORF"
"YKR031C" "OTHER" "1" "SPO14" "S. cerevisiae" "SPOrulation" "5052" "YKR031C" "S000001739" "ORF"
"YHR074W" "OTHER" "1" "QNS1" "S. cerevisiae" "glutamine (Q) dependent Nad+ Synthetase" "2145" "YHR074W" "S000001116" "ORF"
"YJL155C" "OTHER" "1" "FBP26" "S. cerevisiae" "Fructose BisPhosphatase" "1359" "YJL155C" "S000003691" "ORF"
"YPR113W" "OTHER" "1" "PIS1" "S. cerevisiae" "Phosphatidyl Inositol Synthase" "663" "YPR113W" "S000006317" "ORF"
"YOR184W" "OTHER" "1" "SER1" "S. cerevisiae" "SERine requiring" "1188" "YOR184W" "S000005710" "ORF"
"YJR077C" "OTHER" "1" "MIR1" "S. cerevisiae" "Mitochondrial Import Receptor" "936" "YJR077C" "S000003838" "ORF"
"YLR245C" "OTHER" "1" "CDD1" "S. cerevisiae" "CytiDine Deaminase" "429" "YLR245C" "S000004235" "ORF"
"YNR056C" "OTHER" "1" "BIO5" "S. cerevisiae" "BIOtin" "1686" "YNR056C" "S000005339" "ORF"
"YOR125C" "OTHER" "1" "CAT5" "S. cerevisiae" "CATabolite repression" "702" "YOR125C" "S000005651" "ORF"
"YLR285W" "OTHER" "1" "NNT1" "S. cerevisiae" "Nicotinamide N-methylTransferase" "786" "YLR285W" "S000004275" "ORF"
"YOR176W" "OTHER" "1" "HEM15" "S. cerevisiae" "HEMe biosynthesis" "1182" "YOR176W" "S000005702" "ORF"
"YPL061W" "OTHER" "1" "ALD6" "S. cerevisiae" "ALdehyde Dehydrogenase" "1503" "YPL061W" "S000005982" "ORF"
"YPL078C" "OTHER" "1" "ATP4" "S. cerevisiae" "ATP synthase" "735" "YPL078C" "S000005999" "ORF"
"YOR360C" "OTHER" "1" "PDE2" "S. cerevisiae" "PhosphoDiEsterase" "1581" "YOR360C" "S000005887" "ORF"
"YJR019C" "OTHER" "1" "TES1" "S. cerevisiae" "ThioESterase" "1050" "YJR019C" "S000003780" "ORF"
"YHL011C" "OTHER" "1" "PRS3" "S. cerevisiae" "PhosphoRibosylpyrophosphate Synthetase" "963" "YHL011C" "S000001003" "ORF"
"YPR035W" "OTHER" "1" "GLN1" "S. cerevisiae" "GLutamiNe metabolism" "1113" "YPR035W" "S000006239" "ORF"
"YOR100C" "OTHER" "1" "CRC1" "S. cerevisiae" "CaRnitine Carrier" "984" "YOR100C" "S000005626" "ORF"
"YHR063C" "OTHER" "1" "PAN5" "S. cerevisiae" "PANtothenate biosynthesis" "1140" "YHR063C" "S000001105" "ORF"
"YJL166W" "OTHER" "1" "QCR8" "S. cerevisiae" "ubiQuinol-cytochrome C oxidoReductase" "285" "YJL166W" "S000003702" "ORF"
"YNL104C" "OTHER" "1" "LEU4" "S. cerevisiae" "LEUcine biosynthesis" "1860" "YNL104C" "S000005048" "ORF"
"YDR023W" "OTHER" "1" "SES1" "S. cerevisiae" "SEryl-tRNA Synthetase" "1389" "YDR023W" "S000002430" "ORF"
"YFL001W" "OTHER" "1" "DEG1" "S. cerevisiae" "DEpressed Growth rate" "1329" "YFL001W" "S000001895" "ORF"
"YHR100C" "OTHER" "1" "GEP4" "S. cerevisiae" "GEnetic interactors of Prohibitins" "558" "YHR100C" "S000001142" "ORF"
"YKL008C" "OTHER" "1" "LAC1" "S. cerevisiae" "Longevity-Assurance gene Cognate (LAG1 Cognate)" "1257" "YKL008C" "S000001491" "ORF"
"YJL137C" "OTHER" "1" "GLG2" "S. cerevisiae" "Glycogenin-Like Gene" "1143" "YJL137C" "S000003673" "ORF"
"YPL111W" "OTHER" "1" "CAR1" "S. cerevisiae" "Catabolism of ARginine" "1002" "YPL111W" "S000006032" "ORF"
"YGL037C" "OTHER" "1" "PNC1" "S. cerevisiae" "Pyrazinamidase and NiCotinamidase" "651" "YGL037C" "S000003005" "ORF"
"YLR237W" "OTHER" "1" "THI7" "S. cerevisiae" "THIamine metabolism" "1797" "YLR237W" "S000004227" "ORF"
"YMR006C" "OTHER" "1" "PLB2" "S. cerevisiae" "PhosphoLipase B" "2121" "YMR006C" "S000004608" "ORF"
"YML004C" "OTHER" "1" "GLO1" "S. cerevisiae" "GLyOxalase" "981" "YML004C" "S000004463" "ORF"
"YOR184W" "OTHER" "1" "SER1" "S. cerevisiae" "SERine requiring" "1188" "YOR184W" "S000005710" "ORF"
"YOR099W" "OTHER" "1" "KTR1" "S. cerevisiae" "Kre Two Related" "1182" "YOR099W" "S000005625" "ORF"
"YCL009C" "OTHER" "1" "ILV6" "S. cerevisiae" "IsoLeucine Valine" "930" "YCL009C" "S000000515" "ORF"
"YDL080C" "OTHER" "1" "THI3" "S. cerevisiae" "THIamine metabolism" "1830" "YDL080C" "S000002238" "ORF"
"YJR148W" "OTHER" "1" "BAT2" "S. cerevisiae" "Branched-chain Amino acid Transaminase" "1131" "YJR148W" "S000003909" "ORF"
"YER178W" "OTHER" "1" "PDA1" "S. cerevisiae" "Pyruvate Dehydrogenase Alpha" "1263" "YER178W" "S000000980" "ORF"
"YHR074W" "OTHER" "1" "QNS1" "S. cerevisiae" "glutamine (Q) dependent Nad+ Synthetase" "2145" "YHR074W" "S000001116" "ORF"
"YJR001W" "OTHER" "1" "AVT1" "S. cerevisiae" "Amino acid Vacuolar Transport" "1809" "YJR001W" "S000003761" "ORF"
"YGR010W" "OTHER" "1" "NMA2" "S. cerevisiae" "Nicotinamide Mononucleotide Adenylyltransferase" "1188" "YGR010W" "S000003242" "ORF"
"YNR016C" "OTHER" "1" "ACC1" "S. cerevisiae" "Acetyl-CoA Carboxylase" "6702" "YNR016C" "S000005299" "ORF"
"YBR110W" "OTHER" "1" "ALG1" "S. cerevisiae" "Asparagine-Linked Glycosylation" "1350" "YBR110W" "S000000314" "ORF"
"YGL224C" "OTHER" "1" "SDT1" "S. cerevisiae" "Suppressor of Disruption of TFIIS" "843" "YGL224C" "S000003192" "ORF"
"YMR246W" "OTHER" "1" "FAA4" "S. cerevisiae" "Fatty Acid Activation" "2085" "YMR246W" "S000004860" "ORF"
"YJL155C" "OTHER" "1" "FBP26" "S. cerevisiae" "Fructose BisPhosphatase" "1359" "YJL155C" "S000003691" "ORF"
"YBR023C" "OTHER" "1" "CHS3" "S. cerevisiae" "CHitin Synthase-related" "3498" "YBR023C" "S000000227" "ORF"
"YNL318C" "OTHER" "1" "HXT14" "S. cerevisiae" "HeXose Transporter" "1623" "YNL318C" "S000005262" "ORF"
"YPR060C" "OTHER" "1" "ARO7" "S. cerevisiae" "AROmatic amino acid requiring" "771" "YPR060C" "S000006264" "ORF"
"YOL151W" "OTHER" "1" "GRE2" "S. cerevisiae" "Genes de Respuesta a Estres (stress responsive genes)" "1029" "YOL151W" "S000005511" "ORF"
"YJR009C" "OTHER" "1" "TDH2" "S. cerevisiae" "Triose-phosphate DeHydrogenase" "999" "YJR009C" "S000003769" "ORF"
"YIL053W" "OTHER" "1" "GPP1" "S. cerevisiae" "Glycerol-3-Phosphate Phosphatase" "753" "YIL053W" "S000001315" "ORF"
"YNL073W" "OTHER" "1" "MSK1" "S. cerevisiae" "Mitochondrial aminoacyl-tRNA Synthetase, lysine (K)" "1731" "YNL073W" "S000005017" "ORF"
"YML120C" "OTHER" "1" "NDI1" "S. cerevisiae" "NADH Dehydrogenase Internal" "1542" "YML120C" "S000004589" "ORF"
"YBR159W" "OTHER" "1" "IFA38" "S. cerevisiae" "" "1044" "YBR159W" "S000000363" "ORF"
"YHR020W" "OTHER" "1" "" "S. cerevisiae" "" "2067" "YHR020W" "S000001062" "ORF"
"YLR174W" "OTHER" "1" "IDP2" "S. cerevisiae" "Isocitrate Dehydrogenase, NADP-specific" "1239" "YLR174W" "S000004164" "ORF"
"YML008C" "OTHER" "1" "ERG6" "S. cerevisiae" "ERGosterol biosynthesis" "1152" "YML008C" "S000004467" "ORF"
"YPL231W" "OTHER" "1" "FAS2" "S. cerevisiae" "Fatty Acid Synthetase" "5664" "YPL231W" "S000006152" "ORF"
"YOR323C" "OTHER" "1" "PRO2" "S. cerevisiae" "PROline requiring" "1371" "YOR323C" "S000005850" "ORF"
"YER014W" "OTHER" "1" "HEM14" "S. cerevisiae" "HEMe biosynthesis" "1620" "YER014W" "S000000816" "ORF"
"YOR011W" "OTHER" "1" "AUS1" "S. cerevisiae" "ABC protein involved in Uptake of Sterols" "4185" "YOR011W" "S000005537" "ORF"
"YOL049W" "OTHER" "1" "GSH2" "S. cerevisiae" "Glutathione" "1476" "YOL049W" "S000005409" "ORF"
"YGL142C" "OTHER" "1" "GPI10" "S. cerevisiae" "GlycosylPhosphatidylInositol anchor biosynthesis" "1851" "YGL142C" "S000003110" "ORF"
"YGL062W" "OTHER" "1" "PYC1" "S. cerevisiae" "PYruvate Carboxylase" "3537" "YGL062W" "S000003030" "ORF"
"YDR147W" "OTHER" "1" "EKI1" "S. cerevisiae" "Ethanolamine KInase" "1605" "YDR147W" "S000002554" "ORF"
"YPL028W" "OTHER" "1" "ERG10" "S. cerevisiae" "ERGosterol biosynthesis" "1197" "YPL028W" "S000005949" "ORF"
"YGL055W" "OTHER" "1" "OLE1" "S. cerevisiae" "OLEic acid requiring" "1533" "YGL055W" "S000003023" "ORF"
"YBR296C" "OTHER" "1" "PHO89" "S. cerevisiae" "PHOsphate metabolism" "1725" "YBR296C" "S000000500" "ORF"
"YBR244W" "OTHER" "1" "GPX2" "S. cerevisiae" "Glutathione PeroXidase" "489" "YBR244W" "S000000448" "ORF"
"YJL129C" "OTHER" "1" "TRK1" "S. cerevisiae" "TRansport of potassium (K)" "3708" "YJL129C" "S000003665" "ORF"
"YNR043W" "OTHER" "1" "MVD1" "S. cerevisiae" "MeValonate pyrophosphate Decarboxylase" "1191" "YNR043W" "S000005326" "ORF"
"YIR028W" "OTHER" "1" "DAL4" "S. cerevisiae" "Degradation of Allantoin" "1908" "YIR028W" "S000001467" "ORF"
"YOR136W" "OTHER" "1" "IDH2" "S. cerevisiae" "Isocitrate DeHydrogenase" "1110" "YOR136W" "S000005662" "ORF"
"YPL097W" "OTHER" "1" "MSY1" "S. cerevisiae" "Mitochondrial aminoacyl-tRNA Synthetase, tyrosine (Y)" "1479" "YPL097W" "S000006018" "ORF"
"Q0250" "OTHER" "1" "COX2" "S. cerevisiae" "Cytochrome c OXidase" "756" "Q0250" "S000007281" "ORF"
"YDR377W" "OTHER" "1" "ATP17" "S. cerevisiae" "ATP synthase" "306" "YDR377W" "S000002785" "ORF"
"YCR012W" "OTHER" "1" "PGK1" "S. cerevisiae" "3-PhosphoGlycerate Kinase" "1251" "YCR012W" "S000000605" "ORF"
